ref,Site Address,Proposal,Total units on devt,Ward,Parish,Deed Ref,Deed Type,Date Signed,RSL,Tenure,No of units for this mix type,% AH of total units for permission,Mix type
07-AP-0202,"92 WEBBER STREET, LONDON, SE1 0QN","Demolition of existing building and construction of a part 4, 5, 6, 7, 8 storey building to provide a total of 75 dwellings, communal facility, communal gardens, landscaping and basement car parking (Amendments to planning permission 04-AP-0563).",75.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,10/09/2007,TO BE CONFIRMED,Shared Own,11,14.67,1 Bed
07-AP-0202,"92 WEBBER STREET, LONDON, SE1 0QN","Demolition of existing building and construction of a part 4, 5, 6, 7, 8 storey building to provide a total of 75 dwellings, communal facility, communal gardens, landscaping and basement car parking (Amendments to planning permission 04-AP-0563).",75.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,10/09/2007,TO BE CONFIRMED,Aff Rent,18,24.00,2 Bed
07-AP-0202,"92 WEBBER STREET, LONDON, SE1 0QN","Demolition of existing building and construction of a part 4, 5, 6, 7, 8 storey building to provide a total of 75 dwellings, communal facility, communal gardens, landscaping and basement car parking (Amendments to planning permission 04-AP-0563).",75.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,10/09/2007,TO BE CONFIRMED,Shared Own,23,30.67,2 Bed
07-AP-0202,"92 WEBBER STREET, LONDON, SE1 0QN","Demolition of existing building and construction of a part 4, 5, 6, 7, 8 storey building to provide a total of 75 dwellings, communal facility, communal gardens, landscaping and basement car parking (Amendments to planning permission 04-AP-0563).",75.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,10/09/2007,TO BE CONFIRMED,Aff Rent,5,6.67,2 bed wch/acc
07-AP-0202,"92 WEBBER STREET, LONDON, SE1 0QN","Demolition of existing building and construction of a part 4, 5, 6, 7, 8 storey building to provide a total of 75 dwellings, communal facility, communal gardens, landscaping and basement car parking (Amendments to planning permission 04-AP-0563).",75.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,10/09/2007,TO BE CONFIRMED,Aff Rent,12,16.00,3 Bed
07-AP-0202,"92 WEBBER STREET, LONDON, SE1 0QN","Demolition of existing building and construction of a part 4, 5, 6, 7, 8 storey building to provide a total of 75 dwellings, communal facility, communal gardens, landscaping and basement car parking (Amendments to planning permission 04-AP-0563).",75.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,10/09/2007,TO BE CONFIRMED,Aff Rent,2,2.67,3 bed wch/acc
07-AP-0650,"LAND AT AMELIA STREET & ROBERT DASHWOOD WAY, LONDON, SE17 3PY","Erection of a building up to 9 storeys (29.5m) in height comprising 164 residential flats and 1,152m of either B1 (offices) or D1 (non-residential institutions) floorspace, basement car parking, and associated works including hard and soft landscaping.",164.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2007,TO BE CONFIRMED,Shared Own,25,15.24,1 Bed
07-AP-0650,"LAND AT AMELIA STREET & ROBERT DASHWOOD WAY, LONDON, SE17 3PY","Erection of a building up to 9 storeys (29.5m) in height comprising 164 residential flats and 1,152m of either B1 (offices) or D1 (non-residential institutions) floorspace, basement car parking, and associated works including hard and soft landscaping.",164.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2007,TO BE CONFIRMED,Shared Own,14,8.54,2 Bed
07-AP-0650,"LAND AT AMELIA STREET & ROBERT DASHWOOD WAY, LONDON, SE17 3PY","Erection of a building up to 9 storeys (29.5m) in height comprising 164 residential flats and 1,152m of either B1 (offices) or D1 (non-residential institutions) floorspace, basement car parking, and associated works including hard and soft landscaping.",164.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2007,TO BE CONFIRMED,Social Rent,18,10.98,2 Bed
07-AP-0650,"LAND AT AMELIA STREET & ROBERT DASHWOOD WAY, LONDON, SE17 3PY","Erection of a building up to 9 storeys (29.5m) in height comprising 164 residential flats and 1,152m of either B1 (offices) or D1 (non-residential institutions) floorspace, basement car parking, and associated works including hard and soft landscaping.",164.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2007,TO BE CONFIRMED,Shared Own,4,2.44,3 Bed
07-AP-0650,"LAND AT AMELIA STREET & ROBERT DASHWOOD WAY, LONDON, SE17 3PY","Erection of a building up to 9 storeys (29.5m) in height comprising 164 residential flats and 1,152m of either B1 (offices) or D1 (non-residential institutions) floorspace, basement car parking, and associated works including hard and soft landscaping.",164.00,Newington Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,21/12/2007,TO BE CONFIRMED,Social Rent,6,3.66,3 Bed
07-AP-1124,"44-46 BOROUGH ROAD, LONDON, SE1 0AJ",Demolition of the existing building and the erection of an eight storey building plus basement comprising 40 residential units and 762m of commercial floorspace (A1/A2/A3/B1).,40.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,15/08/2007,TO BE CONFIRMED,Shared Own,7,17.50,1 Bed
07-AP-1124,"44-46 BOROUGH ROAD, LONDON, SE1 0AJ",Demolition of the existing building and the erection of an eight storey building plus basement comprising 40 residential units and 762m of commercial floorspace (A1/A2/A3/B1).,40.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,15/08/2007,TO BE CONFIRMED,Shared Own,8,20.00,2 Bed
07-AP-1124,"44-46 BOROUGH ROAD, LONDON, SE1 0AJ",Demolition of the existing building and the erection of an eight storey building plus basement comprising 40 residential units and 762m of commercial floorspace (A1/A2/A3/B1).,40.00,Cathedrals Ward (BBW),"Borough, Bankside and Walworth",Principal Deed,S106 Agreement,15/08/2007,TO BE CONFIRMED,Shared Own,1,2.50,3 Bed
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,11,1.87,1 Bed
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,7,1.19,1 bed wch/acc
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,47,8.01,2 Bed
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,5,0.85,2 bed wch/acc
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,2,0.34,3 Bed
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,2,0.34,3 bed wch/acc
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,11,1.87,4 Bed
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,2,0.34,4 bed wch/acc
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Intermediate,61,10.39,Not known
07-AP-1262,"CHAMBERS WHARF, CHAMBERS STREET, LONDON, SE16 4XQ","The erection of six residential buildings providing 587 residential units and 275m of flexible Class A/B1 floorspace at ground floor level along Chambers Street; 203m of Class D1 floorspace along Llewellyn Street; basement parking; service and access roads, works of hard and soft landscaping together with other works incidental to the application.",587.00,Riverside Ward (B&R),Bermondsey and Rotherhithe,Principal Deed,S106 Agreement,08/10/2010,TO BE CONFIRMED,Social Rent,32,5.45,Not known
07-CO-0046,"OPEN LAND EAST OF RED LION ROW & NORTH OF BOYSON ROAD, 1-41 BRADENHAM, 1-12 RED LION CLOSE & THE AYLESBURY DAY CENTRE LONDON SE17 2ES","Outline Planning Application for the demolition of 1-41 Bradenham, 1-12 Red Lion Close, the Aylesbury Day Centre, the elevated pedestrian link across Bradenham Close and the single storey garages on Red Lion Close, and the erection of a series of buildings ranging in height from 1 (c.4.5m) to 10 storeys (29.9m) in height comprising around 260 dwellings, 404m of retail floorspace, a new day centre and provision of public open space and public realm improvement work.",260.00,Faraday Ward (BBW),"Borough, Bankside and Walworth",b Unilateral Undertaking 2,Unilateral,25/09/2007,TO BE CONFIRMED,Aff Rent,34,13.08,1 Bed
07-CO-0046,"OPEN LAND EAST OF RED LION ROW & NORTH OF BOYSON ROAD, 1-41 BRADENHAM, 1-12 RED LION CLOSE & THE AYLESBURY DAY CENTRE LONDON SE17 2ES","Outline Planning Application for the demolition of 1-41 Bradenham, 1-12 Red Lion Close, the Aylesbury Day Centre, the elevated pedestrian link across Bradenham Close and the single storey garages on Red Lion Close, and the erection of a series of buildings ranging in height from 1 (c.4.5m) to 10 storeys (29.9m) in height comprising around 260 dwellings, 404m of retail floorspace, a new day centre and provision of public open space and public realm improvement work.",260.00,Faraday Ward (BBW),"Borough, Bankside and Walworth",a Unilateral Undertaking 1,Unilateral,11/06/2007,TO BE CONFIRMED,Aff Rent,34,13.08,1 Bed
07-CO-0046,"OPEN LAND EAST OF RED LION ROW & NORTH OF BOYSON ROAD, 1-41 BRADENHAM, 1-12 RED LION CLOSE & THE AYLESBURY DAY CENTRE LONDON SE17 2ES","Outline Planning Application for the demolition of 1-41 Bradenham, 1-12 Red Lion Close, the Aylesbury Day Centre, the elevated pedestrian link across Bradenham Close and the single storey garages on Red Lion Close, and the erection of a series of buildings ranging in height from 1 (c.4.5m) to 10 storeys (29.9m) in height comprising around 260 dwellings, 404m of retail floorspace, a new day centre and provision of public open space and public realm improvement work.",260.00,Faraday Ward (BBW),"Borough, Bankside and Walworth",c Deed of Agreement,S106 Agreement,25/03/2009,TO BE CONFIRMED,Aff Rent,34,13.08,1 Bed
